CustID,MoB,MaxBalance,PchActiveMths,FinCharges,OnlineTxn,PaytoBalance,OfflinePay,ActiveCards
C#90248007580290,142,284.66,2,16.77,37.68,19.16,1.17,1
C#33050565645792,79,170.32,3,18.50,51.42,13.92,2.08,3
C#78356600154011,97,118.22,1,0.67,38.93,4.50,0.76,2
C#85187077717514,256,241.45,4,22.77,15.14,18.02,34.76,3
C#47609064100335,116,442.11,5,58.41,59.28,29.21,2.62,6
C#74126836504167,153,1495.50,2,244.83,22.63,16.44,8.89,4
C#35630583382185,148,66.07,1,0.97,61.73,18.49,1.02,2
C#2367810079007,240,271.88,3,13.02,14.25,24.83,32.77,3
C#21306219720026,139,91.11,1,1.42,20.29,8.09,1.12,3
C#20748052482469,108,385.38,6,6.19,64.48,19.67,2.85,10
C#67328921489476,155,1075.26,9,250.44,40.04,11.09,8.85,6
C#77622827931770,127,269.22,3,17.27,69.18,18.64,0.94,2
C#2963425027606,67,189.84,3,18.10,71.13,13.21,2.00,2
C#44228690381223,101,257.74,3,17.11,54.35,23.14,1.53,3
C#71322083100480,198,335.26,10,6.83,35.01,72.90,1.13,3
C#56933728804064,229,178.12,3,25.15,15.09,21.06,46.19,2
C#29752711329060,113,181.24,10,12.16,27.37,50.19,5.70,3
C#7176917548059,112,171.07,4,16.45,71.63,22.75,1.16,2
C#28033780165676,169,207.23,6,7.25,18.14,56.68,8.39,4
C#63496571876771,86,168.99,2,16.12,53.06,22.79,1.78,3
C#89362950337935,90,171.93,4,19.50,43.15,27.33,1.69,2
C#32329496664638,135,178.19,2,18.29,35.05,10.05,1.03,3
C#51291204482111,227,286.95,10,4.75,23.43,59.16,9.48,3
C#76073675757973,118,96.20,2,0.94,55.20,9.36,0.95,2
C#54556760878588,117,120.41,2,1.18,38.47,16.54,0.99,2
C#31359764338349,128,187.45,3,14.55,27.76,19.52,1.59,3
C#44587448192558,186,55.80,1,0.88,56.00,7.22,1.24,2
C#41036501737018,206,299.67,9,13.72,30.44,75.36,4.94,4
C#76117112510019,134,193.77,3,17.75,48.30,17.21,1.93,2
C#64100125317467,260,354.20,3,17.60,9.48,16.96,37.09,2
C#95480747262693,102,395.62,3,30.00,52.18,25.30,2.67,10
C#33183416040706,242,294.61,2,16.87,12.92,31.03,33.39,3
C#56754300203405,145,124.83,4,19.13,12.37,19.68,37.65,4
C#71270309634694,157,321.92,2,20.39,9.80,33.74,31.30,3
C#16953284494213,257,287.30,4,21.96,11.17,12.33,42.56,3
C#9633127427442,161,116.10,1,0.60,62.29,12.38,1.13,4
C#4921088880253,201,2293.41,6,330.15,54.09,15.86,6.56,6
C#48831960522025,211,70.62,1,0.76,41.67,4.22,1.08,2
C#41023292732094,127,356.42,6,46.96,38.28,17.74,2.51,7
C#83078859930575,228,235.11,4,20.11,21.27,11.39,28.27,4
C#93845685082787,186,187.42,4,24.08,5.53,23.70,31.34,3
C#67457840770975,121,269.41,3,10.39,48.67,19.12,2.05,2
C#78391035218833,63,321.10,10,7.97,43.92,91.13,5.73,2
C#63529904590961,111,354.56,5,55.78,59.69,25.61,1.19,8
C#42583206503360,141,193.09,3,6.04,37.36,21.64,1.44,2
C#9153833681429,110,355.22,2,16.39,11.49,23.69,35.27,3
C#596020923892,142,310.14,4,34.51,70.00,18.61,3.07,10
C#94093873189141,136,225.79,4,27.37,11.36,25.52,40.06,2
C#32675509801299,148,87.07,2,1.27,42.65,11.25,1.01,3
C#43573273524255,142,90.61,2,1.75,62.05,15.25,0.83,3
C#65336970961413,15,448.27,4,63.65,50.14,20.90,2.31,7
C#51760679148561,115,95.33,1,1.07,35.33,7.41,1.25,1
C#97106332437911,140,339.24,5,48.13,44.85,22.60,2.15,8
C#14872716310179,184,178.70,3,16.37,34.64,32.16,1.85,2
C#31379452746811,151,126.95,2,1.56,50.14,5.18,0.84,2
C#53338568668767,156,142.25,1,8.59,10.63,25.31,1.49,3
C#23674583018799,110,238.48,4,12.18,53.11,17.84,1.14,3
C#71269061119679,177,181.65,12,18.51,37.46,7.93,6.42,2
C#96296528071788,45,211.18,3,46.39,45.61,20.90,3.35,7
C#64707003076777,215,189.91,4,8.17,43.78,57.45,3.38,4
C#57698321781214,143,250.03,3,7.83,35.24,21.28,1.21,2
C#55577176555025,209,228.84,5,18.36,10.60,21.06,25.88,5
C#92948297565914,127,95.43,4,12.58,36.94,24.94,1.52,1
C#86159918611014,70,465.96,5,46.39,50.98,20.23,3.15,12
C#99253373108674,185,1405.06,7,253.37,68.50,14.64,7.34,5
C#40556888975603,124,196.85,4,14.76,46.95,18.64,1.35,3
C#97901732794241,105,291.09,3,18.67,49.49,25.88,1.30,2
C#76521597787876,115,207.77,3,11.92,56.79,22.12,0.90,3
C#73820737706686,246,289.96,10,11.31,33.36,51.99,8.71,3
C#95009158426962,175,1299.00,8,216.25,40.11,27.23,10.45,5
C#35197443688835,89,202.27,5,14.93,9.85,28.81,24.46,2
C#74706370570367,138,106.57,2,1.22,43.68,12.86,0.93,2
C#15170095804102,115,370.16,5,26.56,39.43,27.98,2.50,8
C#78951271729440,121,151.69,1,15.29,41.04,20.59,1.28,2
C#44118118874792,194,328.52,4,10.48,14.95,16.16,34.41,2
C#45619034952823,48,98.13,2,1.08,45.23,13.83,0.64,3
C#4996799421276,84,371.50,9,14.71,47.68,60.37,3.67,4
C#12350918240415,245,142.30,6,25.23,17.14,23.51,46.78,5
C#66521614033676,101,1445.74,4,118.70,40.37,16.54,11.50,6
C#76265452828312,156,413.83,4,39.74,63.15,15.41,1.70,4
C#2392610182668,327,369.04,8,13.35,52.29,77.46,6.60,4
C#15967822899783,100,153.03,1,0.84,70.49,7.59,0.72,3
C#33673534684049,199,247.30,2,12.17,49.95,25.33,1.47,2
C#75268455622486,128,167.29,1,22.25,55.21,12.47,1.81,2
C#11626902227857,167,113.22,2,1.01,52.17,15.59,0.97,1
C#13167059724844,365,254.01,11,13.11,32.83,35.19,4.59,4
C#59578953034391,117,1382.05,10,177.11,60.67,19.37,9.35,3
C#75504915831612,133,155.64,4,19.30,4.83,15.46,39.71,4
C#929322938561,128,1151.42,5,139.01,28.62,11.39,10.42,3
C#86855442711719,244,342.39,3,23.96,14.97,23.93,34.91,3
C#58961358095570,139,464.35,5,29.51,45.99,18.14,2.10,8
C#30811080597599,48,399.55,5,64.82,44.21,21.64,2.72,6
C#27972706547402,81,388.45,5,34.13,24.35,21.53,3.92,6
C#45325709717149,160,270.62,3,11.30,50.27,20.80,0.79,2
C#46353388203572,211,325.58,4,20.17,13.67,23.48,22.83,2
C#76818259928306,127,357.01,3,12.07,40.01,24.18,1.35,3
C#69433994767720,151,356.12,4,33.11,40.39,17.76,2.86,4
C#73134097704339,209,262.20,3,12.74,37.74,23.83,1.58,1
C#74437992600080,137,75.25,1,1.03,30.74,20.12,0.99,3
C#38737227271433,131,108.19,2,0.97,31.45,11.08,0.94,2
C#75400168525582,101,286.26,8,18.19,44.38,61.17,3.75,4
C#39362433394906,107,509.66,1,19.07,63.52,22.28,2.74,6
C#27472565596386,176,702.92,10,170.74,32.58,17.69,8.77,7
C#43672528667265,128,119.45,2,0.86,43.67,11.96,0.62,3
C#62120471414947,118,248.56,3,11.25,48.88,21.69,1.83,2
C#54451077385884,159,181.54,4,22.55,13.18,15.03,39.74,3
C#65061990516830,120,136.89,2,1.52,37.62,10.81,0.93,3
C#83880356330905,268,2083.83,6,264.95,44.06,15.70,8.02,5
C#80174546711575,94,93.83,2,0.85,45.19,6.19,0.73,2
C#1965523607934,98,260.56,3,22.02,11.70,21.10,30.63,3
C#45583348706899,232,273.71,5,14.26,8.38,23.21,38.70,3
C#79879307565019,116,144.52,5,18.74,45.96,24.19,1.19,2
C#85800158299250,110,322.25,11,17.99,43.37,56.61,6.83,3
C#46586343564976,65,108.06,2,1.41,61.99,12.78,0.92,3
C#62249002876220,188,401.74,9,11.38,41.21,56.97,4.79,3
C#48433524138805,127,195.37,3,11.19,56.20,21.39,1.68,1
C#29597605172159,180,371.65,4,20.72,6.99,22.50,40.32,3
C#34496390263402,169,284.06,1,11.61,13.76,31.17,49.51,3
C#20707619349648,118,272.84,1,20.20,8.79,23.65,27.43,3
C#69897892945687,203,192.20,5,9.10,11.34,17.09,28.20,3
C#53672215831789,149,390.78,3,26.66,13.93,21.97,40.76,4
C#84625073858185,199,2094.60,8,124.03,41.70,12.00,5.71,5
C#82987122774374,120,145.09,3,13.25,73.54,16.39,0.66,2
C#74215064241554,141,244.61,3,27.87,63.82,21.85,3.13,9
C#87014242156076,149,72.63,2,0.25,44.44,12.12,1.02,3
C#48371667692903,127,200.11,3,15.99,50.14,18.27,0.80,2
C#86883716989553,101,324.59,2,34.11,64.16,24.24,3.90,8
C#35257652974791,257,316.48,10,4.60,37.70,70.51,8.00,2
C#98124232215678,153,377.47,4,43.65,48.40,20.13,2.55,9
C#37502714627694,47,64.94,1,1.13,56.10,7.50,1.02,1
C#89467613292449,113,108.97,2,0.70,43.80,14.14,0.92,1
C#20199095012924,220,279.15,3,18.77,3.47,32.19,29.52,2
C#13670197101715,134,49.82,1,20.25,55.26,2.70,1.22,1
C#50516621248629,151,263.31,1,24.24,10.99,30.50,31.60,2
C#37593513266547,105,141.31,1,0.64,33.68,18.31,1.14,2
C#14024943064516,122,444.92,6,64.16,25.79,15.91,2.51,7
C#99038501350903,160,403.93,10,12.84,46.66,77.51,7.86,3
C#16918573807154,82,135.03,2,1.48,52.21,9.92,0.80,4
C#25765777797176,95,215.64,3,12.46,64.56,17.50,1.23,2
C#83597891073369,171,272.10,2,19.72,12.07,18.62,21.94,3
C#25683980123052,128,119.06,1,1.55,36.15,7.27,1.06,2
C#16425964477430,232,307.62,4,32.37,10.46,14.33,36.66,3
C#36939309929911,134,225.29,3,10.76,56.23,23.62,1.58,2
C#77813305846380,162,232.24,4,8.58,15.81,33.31,36.50,1
C#28417256767371,167,488.79,4,26.87,48.05,9.20,3.45,9
C#90481520153143,85,302.65,7,9.92,38.52,73.10,3.18,4
C#68870639379688,113,232.95,4,12.57,26.92,19.64,1.23,2
C#91440610112643,157,183.35,2,10.39,66.76,14.22,0.87,1
C#72206912948039,121,118.52,2,1.28,46.28,9.74,1.05,2
C#57701023364942,152,170.35,5,16.57,47.77,17.72,1.74,1
C#86168630343143,84,305.25,3,54.41,59.36,23.30,0.50,10
C#11822030505345,252,193.30,4,18.29,8.45,20.98,43.77,5
C#13915729548392,108,252.14,4,16.15,57.06,20.24,1.37,2
C#60322012849385,238,396.14,7,7.81,43.22,34.75,7.10,3
C#31074436671190,158,291.08,4,18.47,10.34,26.41,28.42,3
C#48215432295213,184,57.96,2,0.72,29.84,11.95,0.60,1
C#83575407974836,71,150.93,2,14.01,29.57,28.32,1.62,3
C#1114567437939,124,287.90,3,48.31,33.83,31.90,3.00,10
C#74312438408640,84,380.69,5,17.86,12.22,35.46,34.46,2
C#28826617031738,113,289.87,4,13.99,56.69,26.97,1.49,2
C#47925297785294,110,139.71,3,4.91,47.21,29.39,0.83,1
C#11642461297885,227,167.40,13,8.37,47.29,60.29,6.33,4
C#69571380494630,107,300.75,2,12.35,46.32,26.95,1.26,2
C#28355430237631,127,247.21,2,15.64,49.32,27.64,0.89,2
C#97561005232047,175,279.98,3,13.90,40.95,5.41,1.87,2
C#21249657659446,183,203.66,2,14.66,45.19,25.87,1.31,2
C#42104259827677,126,315.05,3,10.68,8.21,21.45,63.29,3
C#4785560333534,71,444.54,6,35.93,38.57,17.90,0.66,7
C#31737369481920,123,224.57,3,13.60,73.21,25.34,1.20,3
C#64618869370066,294,375.94,7,13.09,37.42,55.39,3.82,3
C#43080208612762,220,316.75,3,7.33,50.20,18.28,0.93,2
C#65475830349006,123,401.30,1,15.57,50.35,10.36,1.46,2
C#79775511337457,111,490.29,6,59.16,73.99,12.85,1.69,11
C#62343942255258,122,110.33,2,0.57,59.21,9.40,0.94,3
C#51653203790552,167,185.35,8,7.81,28.65,63.14,6.12,2
C#63134384012200,159,407.71,3,28.18,13.55,19.28,23.10,2
C#51362858371623,126,1263.90,8,170.23,58.41,16.32,12.10,5
C#97017744408783,158,132.34,3,20.31,42.01,12.67,1.49,3
C#63470665173201,120,192.14,3,10.82,45.00,21.35,1.75,2
C#44581940998499,117,233.19,2,16.53,53.19,25.87,1.51,2
C#49431231316977,183,210.87,3,17.84,8.73,16.21,21.99,4
C#18054232138203,105,249.69,7,62.75,53.01,15.56,3.07,8
C#38675205537353,118,289.15,2,19.30,9.48,17.60,55.70,1
C#40682717985292,117,142.77,3,17.42,36.58,18.53,1.17,2
C#22226698193010,199,268.47,4,26.76,13.95,33.34,17.33,4
C#23362565734135,82,533.09,3,50.03,50.85,30.89,1.77,12
C#3505157281897,107,124.06,3,14.21,78.72,17.91,1.84,2
C#13795904700185,161,264.47,2,14.41,10.02,25.06,47.22,4
C#31549740367615,139,179.31,3,16.51,34.27,21.01,1.35,2
C#24560606695278,61,154.17,2,1.67,40.71,9.30,1.32,1
C#68275946950164,123,309.07,2,13.27,48.36,14.09,1.70,2
C#35148191750933,124,266.85,3,14.26,33.36,23.92,0.76,3
C#88137256775025,98,248.58,2,12.28,57.79,17.50,1.34,2
C#48044672349955,164,268.35,3,10.01,33.52,22.61,1.31,2
C#12530530164756,91,146.72,1,1.32,50.99,14.48,0.60,3
C#13213720099177,127,399.27,2,29.17,43.34,17.72,2.97,8
C#5948471297063,173,262.20,2,11.30,49.69,17.36,0.83,2
C#66746165850373,173,216.15,12,10.08,55.63,46.78,4.74,2
C#43199889856573,166,149.43,3,18.64,33.89,24.18,1.17,2
C#12339979464877,210,150.71,2,21.90,9.46,29.02,42.88,4
C#67770381906346,85,192.80,2,13.94,41.92,24.13,0.66,2
C#59659807123917,137,303.55,4,15.79,15.96,12.78,27.37,2
C#39633393934387,222,186.55,11,10.71,30.62,55.78,5.91,3
C#71390341462036,165,291.40,4,9.75,11.91,18.31,31.66,4
C#3219158623015,84,193.80,3,13.88,62.84,19.99,0.87,1
C#91837371313449,128,273.57,9,16.11,19.19,85.00,4.54,4
C#86707811816893,108,207.88,4,32.12,11.00,24.89,33.17,2
C#98259363398777,170,110.10,5,12.37,34.28,7.12,1.62,3
C#14913620560813,165,2247.07,8,243.61,27.98,13.56,8.51,7
C#57694338936195,127,135.75,1,1.26,39.11,11.54,0.67,2
C#70283522485274,50,444.98,6,31.76,58.52,17.52,2.59,8
C#61491558809912,257,151.30,7,14.38,20.05,84.50,3.49,3
C#60848336840153,147,164.20,4,13.56,30.61,10.29,1.19,3
C#69348462379150,322,368.59,8,16.22,31.80,79.83,5.67,3
C#10403674834345,185,236.10,4,20.55,8.64,17.79,22.27,3
C#25296688036087,180,306.41,4,16.45,6.97,17.36,45.70,2
C#42175409314533,116,201.06,4,10.03,63.27,22.08,1.08,2
C#47136879072971,201,329.19,13,12.30,41.25,93.09,4.68,3
C#39545674959363,138,1228.51,5,343.76,49.55,15.55,9.37,7
C#20713370505125,154,173.12,3,9.21,39.51,16.71,0.75,2
C#34175142539735,124,184.46,3,12.09,48.35,23.61,0.61,1
C#94659227105547,143,274.22,5,51.79,52.98,18.43,2.78,9
C#80407224416557,217,254.64,7,11.69,30.74,41.29,4.89,3
C#78633177445618,142,245.53,3,10.51,54.86,24.53,1.10,3
C#77598834626510,160,503.46,5,58.09,38.37,27.52,2.83,10
C#4991706825095,50,99.35,1,1.28,44.93,11.40,0.67,2
C#57801953909739,173,187.76,2,15.04,67.27,24.68,0.73,3
C#59648968408058,220,433.36,6,22.02,8.99,16.58,41.90,4
C#69478649000914,115,429.83,4,34.48,47.28,21.48,3.94,10
C#76990963806610,91,160.94,1,0.79,37.45,9.42,1.17,3
C#20142744541456,105,88.24,2,0.97,56.95,14.47,1.24,2
C#13962392595041,148,323.14,3,12.47,30.41,16.91,1.51,2
C#99025249872062,134,124.13,3,15.34,20.76,17.67,1.80,2
C#69030674178683,57,198.98,2,13.42,44.13,20.82,1.24,2
C#90692460122155,174,318.21,3,19.51,8.65,21.76,37.02,3
C#81434148752158,140,114.61,1,0.75,39.71,5.45,0.47,2
C#78352067637716,159,284.29,2,13.22,41.20,17.91,1.27,3
C#90970969808929,120,195.92,3,18.12,38.38,21.07,1.59,3
C#39052014864886,236,236.78,9,11.07,61.81,59.98,7.39,3
C#35052432968949,115,134.65,3,11.12,70.91,31.91,1.21,3
C#11094174831900,140,215.50,3,9.61,54.22,18.64,1.61,3
C#73458189636495,117,1528.12,8,307.46,33.54,6.31,7.46,6
C#86135384987346,166,130.73,2,16.95,63.38,17.20,1.66,2
C#36966441361064,78,195.63,3,14.71,33.73,22.75,1.52,2
C#89298603575393,83,445.02,6,49.42,45.02,19.80,2.66,7
C#10474562992034,147,424.87,5,42.87,40.94,19.08,2.49,8
C#36377180485292,172,1454.81,8,311.93,35.76,23.17,9.41,7
C#77916517880131,77,326.65,5,57.26,47.24,12.96,2.76,13
C#83108267025390,191,284.03,6,8.62,32.99,32.28,2.43,3
C#54142946657854,82,472.02,5,50.56,43.53,11.32,2.05,8
C#20898475224878,145,271.51,5,40.85,40.66,22.94,3.33,6
C#34043963104519,178,330.12,7,16.39,39.81,55.55,5.65,3
C#32362940131927,86,231.09,6,10.43,35.43,106.15,4.96,3
C#11448696163029,114,1788.04,5,335.27,18.91,12.09,7.59,4
C#32273292108840,81,150.02,1,1.22,42.75,12.13,0.72,3
C#77633862180861,241,201.90,4,8.57,7.28,19.31,37.15,3
C#57306484870475,135,206.10,13,5.09,36.06,46.07,4.27,4
C#85180427740118,105,210.44,3,9.82,55.38,10.06,1.49,2
C#83037947472082,120,159.08,1,1.26,44.56,8.75,0.72,2
C#27780662256873,157,112.79,4,12.59,60.65,26.04,1.56,2
C#2794039422022,111,409.80,2,35.06,31.44,23.99,1.90,6
C#26638870607931,49,79.05,4,11.05,57.60,25.64,0.42,2
C#20571461352551,228,212.96,10,9.97,46.21,44.75,6.46,2
C#51354159034076,189,192.98,4,13.68,56.58,18.66,1.70,2
C#93837003486802,259,311.74,11,17.44,25.50,86.63,5.61,3
C#35453363170241,123,84.20,1,0.78,22.92,12.79,1.13,3
C#38437326801426,112,322.89,6,32.55,27.29,11.33,1.96,6
C#60631548763876,151,274.30,3,6.92,51.68,14.09,0.95,2
C#22888647163885,136,229.36,3,19.93,8.50,25.97,18.33,3
C#34015610626767,137,171.88,1,0.34,33.79,8.44,1.43,3
C#52198873147046,108,129.18,2,1.71,54.01,14.85,0.95,2
C#19508612617879,198,353.78,3,23.14,13.53,29.18,32.59,4
C#98673071302993,226,65.21,5,24.38,16.08,23.11,20.59,2
C#67555551821969,185,195.36,2,22.85,5.93,26.47,28.12,4
C#34013055002899,88,598.55,4,51.30,50.22,21.25,3.06,7
C#3968246975471,126,304.09,11,16.44,47.00,72.55,7.32,3
C#97762508847273,126,89.23,2,1.17,55.05,10.86,0.92,3
C#85786505871328,85,167.26,2,1.52,27.44,13.23,1.02,2
C#46710286340953,120,212.64,3,9.27,45.09,15.71,1.00,2
C#53789198491018,115,493.10,3,45.40,50.04,19.54,3.10,7
C#13631724369404,84,279.61,2,44.01,63.95,17.02,2.58,9
C#91671674289685,119,227.87,4,15.03,51.04,12.98,1.25,1
C#42751085406146,196,226.09,2,20.89,15.27,25.21,28.81,2
C#88648963254204,135,273.88,2,17.88,62.21,22.24,1.54,1
C#52144554069976,256,338.64,9,1.01,39.83,49.92,4.48,4
C#28212764076688,174,268.50,4,18.12,59.42,10.71,1.88,2
C#27969903631856,183,1903.50,8,233.37,41.96,18.16,9.45,4
C#68395773440160,66,181.45,2,7.95,53.24,26.45,1.32,2
C#30572229776503,61,130.78,2,1.68,38.94,14.74,1.03,2
C#14788341186948,60,537.81,5,57.09,10.75,10.93,2.94,10
C#54848448275750,131,362.99,4,6.72,12.06,19.32,32.05,4
C#13577639642952,110,223.42,3,14.56,29.13,14.21,1.93,1
C#19788480277617,49,164.14,3,12.62,36.00,20.24,1.36,3
C#70757828631856,77,452.94,4,16.40,44.14,17.97,1.86,4
C#47719242750770,202,2264.57,9,296.00,33.66,19.31,7.84,5
C#26924264466022,146,226.25,5,8.52,35.52,21.60,8.07,2
C#97546868124336,147,182.37,2,13.87,69.51,11.22,1.65,3
C#60078203676139,196,263.80,2,13.43,14.42,18.87,33.36,3
C#52104166128463,151,266.23,4,15.53,73.65,21.32,1.07,2
C#72553675688754,86,247.38,3,16.59,63.20,21.90,1.71,3
C#95549715897930,155,239.27,1,21.61,53.27,6.78,1.28,3
C#57924499692760,53,961.08,9,246.56,13.52,12.34,3.94,5
C#21699255748412,135,239.07,3,15.45,42.13,20.85,1.77,3
C#87677223473299,132,127.95,1,1.02,53.35,11.34,1.18,2
C#78019679336779,166,252.84,2,14.85,37.92,20.76,0.96,3
C#46239869973270,167,133.93,2,14.95,34.15,11.62,1.16,2
C#99922415942332,105,236.53,3,9.98,60.10,20.51,1.39,3
C#44542703094058,108,67.84,4,13.13,65.09,15.04,0.74,1
C#15576476390947,123,75.43,3,13.08,27.79,13.62,1.03,2
C#68310456515552,107,175.34,1,0.82,68.00,10.93,0.68,2
C#24332314667682,105,634.48,3,40.87,42.60,26.97,2.57,10
C#92281203321473,96,206.64,4,10.45,50.82,12.24,1.76,3
C#3136608653903,106,377.95,4,63.10,37.53,25.02,3.47,9
C#98228251831871,241,257.37,11,15.30,42.11,39.93,8.19,4
C#80390916919203,113,66.53,1,0.48,46.40,8.56,1.16,3
C#25058584321911,135,131.65,4,9.67,59.03,11.97,1.29,2
C#45242935371661,58,277.68,5,64.47,36.96,10.09,3.39,9
C#49752230349820,178,197.17,3,14.53,46.49,11.83,1.63,1
C#51538737472559,52,147.21,2,15.14,57.25,16.33,0.88,2
C#40435774505753,60,72.80,1,1.41,59.67,17.98,1.21,2
C#81197267817964,219,249.73,9,13.68,32.59,59.68,6.32,5
C#17651969133574,106,77.03,1,0.68,52.62,15.25,1.07,2
C#65850073577129,165,236.26,4,23.91,16.07,19.52,17.50,2
C#67658361703200,180,109.82,1,1.45,23.29,10.00,0.46,2
C#85846728814086,42,257.87,3,16.51,47.22,15.21,0.52,2
C#90254131714462,91,397.05,5,8.04,35.12,21.25,1.83,11
C#88692374709743,257,245.51,7,13.32,40.25,54.46,8.86,4
C#66189663660664,164,316.61,3,14.94,17.02,23.09,38.68,3
C#63691814314518,138,193.03,3,16.70,40.09,18.07,2.20,3
C#23598656877801,146,205.06,3,16.85,40.35,25.34,1.74,2
C#20871409782205,198,210.78,4,28.08,14.89,29.92,27.76,3
C#72883354096765,137,388.80,8,9.77,34.47,52.70,6.37,4
C#88343104226028,73,327.36,5,39.14,58.33,17.09,3.04,5
C#65614145904304,146,351.73,4,20.03,12.03,19.13,36.16,3
C#86024311520975,99,69.50,1,0.50,38.84,13.57,0.58,2
C#60156068302038,102,258.50,2,8.37,68.11,12.41,1.46,3
C#13695221631794,194,361.01,11,6.51,39.33,39.26,5.12,4
C#88297567875423,126,274.60,2,13.88,8.60,24.40,1.07,3
C#27065237511214,218,290.69,4,23.74,6.84,17.00,25.85,3
C#13488023682259,261,270.74,4,24.96,13.06,25.47,36.09,3
C#25090989565485,112,146.07,3,15.15,38.90,25.91,1.25,2
C#54831725387038,143,2034.77,9,362.48,37.23,21.06,6.56,6
C#92800344479509,95,439.52,3,53.48,51.49,28.87,1.77,3
C#88365137741573,193,313.12,10,15.93,49.20,42.62,6.26,2
C#8615209837689,104,472.68,3,24.57,11.55,13.52,54.51,3
C#18200131143150,213,373.65,7,13.90,32.91,70.34,4.95,4
C#59496756964502,201,154.63,4,8.67,48.96,23.21,0.77,2
C#62483270850929,172,137.63,2,1.90,34.00,4.02,0.63,2
C#76856533152820,130,249.15,7,12.93,27.70,55.99,6.20,3
C#48212757410293,198,246.44,5,16.90,7.00,24.35,19.52,2
C#8536509580168,144,95.54,4,10.00,64.58,13.50,1.37,2
C#18195601807413,153,349.04,5,33.32,49.14,16.12,1.95,6
C#63709123111816,125,469.61,5,43.68,49.60,14.77,2.78,9
C#96500610695953,72,118.65,5,13.20,46.04,20.31,0.98,3
C#62512802819545,102,57.20,2,0.88,25.91,11.54,0.49,1
C#80352043609080,66,492.65,4,50.75,50.39,16.46,2.82,5
C#67990028102188,237,1258.71,6,194.04,22.31,9.53,7.16,7
C#26369004156459,115,74.03,2,1.46,41.98,12.47,0.97,1
C#53062848606721,96,225.42,5,28.66,52.77,13.56,2.74,7
C#64913132724355,128,339.53,4,15.50,63.73,20.62,1.48,2
C#73473980570062,166,110.76,2,1.26,68.05,11.35,1.11,3
C#2998414753503,122,364.99,2,12.86,36.62,10.45,1.32,2
C#80839474106252,73,1176.76,9,171.33,40.59,18.17,9.30,5
C#53998977752621,166,282.30,3,27.18,13.59,18.21,45.36,2
C#13965885015801,61,91.23,1,1.00,41.80,9.29,1.68,2
C#84374528263044,103,147.50,4,7.29,40.76,21.86,1.34,1
C#15082998838368,146,118.67,1,1.72,49.60,9.99,0.94,2
C#98914036918033,130,294.16,4,40.46,60.43,21.63,3.61,11
C#94378586995869,71,424.60,3,25.07,12.20,34.97,37.70,4
C#35998541765483,165,219.39,2,12.13,56.29,10.33,0.50,3
C#3655299707723,121,487.59,4,43.26,45.62,17.71,3.74,7
C#78602406243367,114,322.02,2,39.07,41.60,20.04,3.06,6
C#68574954454132,126,148.85,2,20.54,10.84,27.44,51.90,4
C#60895701189334,135,372.72,7,13.57,54.96,84.62,5.21,3
C#84582633673324,144,1397.00,7,219.18,41.81,15.50,8.40,4
C#61349938032117,144,439.61,7,59.67,51.63,22.25,3.22,9
C#33718422313770,218,247.43,2,16.79,23.37,21.99,1.80,2
C#3305490506823,111,167.29,3,9.46,34.60,24.47,1.71,2
C#4925656800202,202,371.19,11,8.66,33.04,52.72,2.93,4
C#4365640810942,261,126.81,4,15.23,11.10,42.54,23.08,4
C#20324722987072,99,272.32,3,11.29,43.30,21.96,1.00,2
C#85391814184884,95,215.55,2,13.07,43.04,28.10,1.03,1
C#46646157734819,183,264.91,3,18.25,69.23,5.09,1.80,3
C#19884595661687,168,152.00,2,12.52,39.66,14.61,1.18,2
C#63142466203001,185,313.76,13,14.28,37.23,96.09,6.46,2
C#2926336433866,95,251.51,4,19.72,11.03,17.60,22.82,4
C#44675943652595,188,168.13,3,17.68,42.73,28.35,1.11,2
C#60213561967280,164,1552.70,8,230.30,56.59,12.07,6.54,4
C#9654307795517,244,255.13,6,16.25,42.64,55.83,6.36,3
C#29498341918930,97,514.36,4,30.87,56.49,16.60,2.78,7
C#58932756602914,92,178.32,3,11.46,48.78,22.53,1.21,2
C#43205588338724,127,346.83,4,13.71,51.65,18.92,1.80,0
C#72602418051244,100,670.93,3,47.02,20.92,22.06,3.04,10
C#4855957321753,91,307.01,4,27.26,37.30,14.38,1.69,8
C#47568872373831,105,319.33,3,25.90,8.26,19.59,46.95,3
C#92451146688141,83,341.10,5,37.96,53.35,11.16,2.77,10
C#27102624572711,232,340.18,10,11.56,37.55,51.30,3.69,3
C#25768301929233,119,279.60,2,7.72,59.57,26.80,0.89,2
C#19041599699248,116,79.68,1,1.20,55.34,4.42,1.48,3
C#22647708274083,179,308.60,2,17.36,13.95,20.38,27.30,2
